root	mode	first_line	verdict
testdir:64bit.go	interpreted	command exceeded time limit	missing=0;wording=0;extra=0;class=-
testdir:abi/fibish.go	interpreted	command exceeded time limit	missing=0;wording=0;extra=0;class=-
testdir:abi/fibish_closure.go	interpreted	command exceeded time limit	missing=0;wording=0;extra=0;class=-
testdir:abi/map.go	interpreted	abi/map.go:28:26: gosource: original callback signature requires value-semantics parameters and supported results	missing=0;wording=0;extra=0;class=-
testdir:abi/uglyfib.go	interpreted	command exceeded time limit	missing=0;wording=0;extra=0;class=-
testdir:args.go	interpreted	panic: argc	missing=0;wording=0;extra=0;class=-
testdir:chan/doubleselect.go	interpreted	command exceeded time limit	missing=0;wording=0;extra=0;class=-
testdir:chan/select2.go	interpreted	command exceeded time limit	missing=0;wording=0;extra=0;class=-
testdir:chan/sieve2.go	interpreted	bash++: task failed: gosource: dependency mutation of interpreter-owned references is unsupported for heap.Push	missing=0;wording=0;extra=0;class=-
testdir:chancap.go	interpreted	native dependency panic: makechan: size out of range	missing=0;wording=0;extra=0;class=-
testdir:convT2X.go	interpreted	panic: u128 != iu128	missing=0;wording=0;extra=0;class=-
testdir:convert5.go	interpreted	panic: runtime error: integer divide by zero	missing=0;wording=0;extra=0;class=-
testdir:deferfin.go	interpreted	command exceeded time limit	missing=0;wording=0;extra=0;class=-
testdir:deferprint.go	interpreted	output does not match expected in deferprint.out. Instead saw	missing=0;wording=0;extra=0;class=-
testdir:devirtualization_nil_panics.go	compiled	panic: runtime error: invalid memory address or nil pointer dereference [recovered]	missing=0;wording=0;extra=0;class=-
testdir:divmod.go	interpreted	command exceeded time limit	missing=0;wording=0;extra=0;class=-
testdir:finprofiled.go	interpreted	finprofiled.go:33:28: gosource: original callback signature requires value-semantics parameters and supported results	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/bug260.go	interpreted	exit status 1	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/bug352.go	interpreted	output should be empty when (optional) expected-output file fixedbugs/bug352.out is not present. Instead saw	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/bug364.go	interpreted	output should be empty when (optional) expected-output file fixedbugs/bug364.out is not present. Instead saw	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/bug434.go	interpreted	panic: 0	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/bug454.go	interpreted	panic: runtime error: invalid memory address or nil pointer dereference	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/bug491.go	interpreted	output should be empty when (optional) expected-output file fixedbugs/bug491.out is not present. Instead saw	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/gcc65755.go	interpreted	fixedbugs/gcc65755.go:19:9: unregistered bridge type "s"	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/issue11256.go	interpreted	command exceeded time limit	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/issue11326b.go	interpreted	output should be empty when (optional) expected-output file fixedbugs/issue11326b.out is not present. Instead saw	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/issue12577.go	interpreted	output should be empty when (optional) expected-output file fixedbugs/issue12577.out is not present. Instead saw	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/issue13160.go	interpreted	bash++: task failed: panic: reflect: call of reflect.Value.Type on zero Value	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/issue16249.go	interpreted	command exceeded time limit	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/issue16331.go	interpreted	fixedbugs/issue16331.go:27:28: gosource: original callback signature requires value-semantics parameters and supported results	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/issue18911.go	interpreted	panic: interface conversion: interface {} is struct { x int }, not struct { x int } (types from different scopes)	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/issue19113.go	interpreted	fixedbugs/issue19113.go:76:3: gosource: asynchronous or retained original function callbacks are unsupported for reflect.ValueOf	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/issue20780b.go	interpreted	panic: interface conversion: interface {} is expand.invalidObject, not []interface {}	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/issue22781.go	interpreted	command exceeded time limit	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/issue24491a.go	interpreted	fixedbugs/issue24491a.go:20:27: gosource: original callback signature requires value-semantics parameters and supported results	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/issue24491b.go	interpreted	fixedbugs/issue24491b.go:21:27: gosource: original callback signature requires value-semantics parameters and supported results	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/issue25897a.go	interpreted	fixedbugs/issue25897a.go:35:4: gosource: original callback signature requires value-semantics parameters and supported results	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/issue25897b.go	interpreted	gosource: dependency mutation of interpreter-owned references is unsupported for reflect.ValueOf	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/issue26335.go	interpreted	fixedbugs/issue26335.go:28:18: gosource: original callback signature requires value-semantics parameters and supported results	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/issue27518b.go	interpreted	fixedbugs/issue27518b.go:48:28: gosource: original callback signature requires value-semantics parameters and supported results	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/issue27695.go	interpreted	bash++: task failed: gosource: dependency mutation of interpreter-owned references is unsupported for reflect.ValueOf	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/issue28748.go	interpreted	fixedbugs/issue28748.go:27:3: gosource: original callback signature requires value-semantics parameters and supported results	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/issue29612.go	interpreted	panic: interface conversion: *main.__gosource_pkg_1_T is not interface: missing method foo	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/issue29919.go	interpreted	panic: missing a.go:15	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/issue30476.go	interpreted	fixedbugs/issue30476.go:15:26: gosource: original callback signature requires value-semantics parameters and supported results	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/issue30606.go	interpreted	fixedbugs/issue30606.go:15:1: fixedbugs/issue30606.go:15:38: gosource: invalid native slice writeback: gosource: native callback field belongs to another dependency session	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/issue32477.go	interpreted	fixedbugs/issue32477.go:47:26: gosource: original callback signature requires value-semantics parameters and supported results	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/issue36516.go	interpreted	gosource: asynchronous or retained original function callbacks are unsupported for testing.AllocsPerRun	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/issue39541.go	interpreted	fixedbugs/issue39541.go:20:24: unregistered nil bridge type "func()(interface)"	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/issue42401.go	interpreted	panic: FAIL	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/issue45045.go	interpreted	fixedbugs/issue45045.go:17:30: gosource: original callback signature requires value-semantics parameters and supported results	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/issue4618.go	interpreted	gosource: asynchronous or retained original function callbacks are unsupported for testing.AllocsPerRun	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/issue4667.go	interpreted	gosource: asynchronous or retained original function callbacks are unsupported for testing.AllocsPerRun	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/issue47928.go	interpreted	panic: FAIL	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/issue49110.go	interpreted	gosource: invalid native slice writeback: gosource: native callback field belongs to another dependency session	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/issue50190.go	interpreted	panic: FAIL	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/issue52788.go	interpreted	fixedbugs/issue52788.go:23:63: gosource: original callback signature requires value-semantics parameters and supported results	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/issue52788a.go	interpreted	fixedbugs/issue52788a.go:25:63: gosource: original callback signature requires value-semantics parameters and supported results	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/issue54343.go	interpreted	fixedbugs/issue54343.go:25:26: gosource: original callback signature requires value-semantics parameters and supported results	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/issue5493.go	interpreted	command exceeded time limit	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/issue57184.go	interpreted	fixedbugs/issue57184.go:26:66: gosource: original callback signature requires value-semantics parameters and supported results	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/issue58300.go	interpreted	fixedbugs/issue58300.go:23:35: gosource: asynchronous or retained original function callbacks are unsupported for reflect.ValueOf	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/issue58300b.go	interpreted	fixedbugs/issue58300b.go:34:44: gosource: original callback signature requires value-semantics parameters and supported results	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/issue5963.go	interpreted	command exceeded time limit	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/issue65957.go	interpreted	panic: runtime error: hash of unhashable type [4]int32	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/issue67255.go	interpreted	command exceeded time limit	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/issue6899.go	interpreted	output does not match expected in fixedbugs/issue6899.out. Instead saw	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/issue72844.go	interpreted	panic: runtime error: invalid memory address or nil pointer dereference	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/issue7419.go	interpreted	exit status 1	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/issue77779.go	interpreted	fixedbugs/issue77779.go:39:5: gosource: dependency mutation of interpreter-owned references is unsupported for reflect.ValueOf	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/issue78081.go	interpreted	command exceeded time limit	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/issue79186.go	interpreted	command exceeded time limit	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/issue80196.go	interpreted	command exceeded time limit	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/issue9110.go	interpreted	output should be empty when (optional) expected-output file fixedbugs/issue9110.out is not present. Instead saw	missing=0;wording=0;extra=0;class=-
testdir:func8.go	interpreted	panic: wrong x,y order	missing=0;wording=0;extra=0;class=-
testdir:gcstring.go	interpreted	gcstring.go:41:31: gosource: original callback signature requires value-semantics parameters and supported results	missing=0;wording=0;extra=0;class=-
testdir:heapsampling.go	interpreted	command exceeded time limit	missing=0;wording=0;extra=0;class=-
testdir:init1.go	interpreted	allocated 1000 chunks of 1048576 and used  0 memory	missing=0;wording=0;extra=0;class=-
testdir:init1.go	compiled	command exceeded time limit	missing=0;wording=0;extra=0;class=-
testdir:inline_literal.go	interpreted	gosource: asynchronous or retained original function callbacks are unsupported for reflect.ValueOf	missing=0;wording=0;extra=0;class=-
testdir:interface/embed3.go	interpreted	panic: want 'interface conversion: main.X1 is not p.I1: missing method Foo', got 'interface conversion: main.X1 is not main.__gosource_pkg_0_I1: missing method '	missing=0;wording=0;extra=0;class=-
testdir:ken/divconst.go	interpreted	command exceeded time limit	missing=0;wording=0;extra=0;class=-
testdir:ken/modconst.go	interpreted	command exceeded time limit	missing=0;wording=0;extra=0;class=-
testdir:mallocfin.go	interpreted	mallocfin.go:60:27: gosource: original callback signature requires value-semantics parameters and supported results	missing=0;wording=0;extra=0;class=-
testdir:maymorestack.go	interpreted	panic: mayMoreStack not called	missing=0;wording=0;extra=0;class=-
testdir:named.go	interpreted	panic: interface conversion: interface {} is bool, not main.Bool	missing=0;wording=0;extra=0;class=-
testdir:peano.go	interpreted	runtime: goroutine stack exceeds 1000000000-byte limit	missing=0;wording=0;extra=0;class=-
testdir:rangegen.go	interpreted	command exceeded time limit	missing=0;wording=0;extra=0;class=-
testdir:rangegen.go	compiled	command exceeded time limit	missing=0;wording=0;extra=0;class=-
testdir:recover.go	interpreted	gosource: dependency mutation of interpreter-owned references is unsupported for reflect.ValueOf	missing=0;wording=0;extra=0;class=-
testdir:recover2.go	interpreted	panic: want: unhashable type main.T; have: runtime error: hash of unhashable type T	missing=0;wording=0;extra=0;class=-
testdir:recover4.go	interpreted	unexpected fault address 0x70771b40c000	missing=0;wording=0;extra=0;class=-
testdir:reflectmethod1.go	interpreted	panic: interface conversion: interface {} is func(main.M), not func(M)	missing=0;wording=0;extra=0;class=-
testdir:reflectmethod2.go	interpreted	panic: interface conversion: interface {} is func(main.M), not func(M)	missing=0;wording=0;extra=0;class=-
testdir:reflectmethod3.go	interpreted	panic: interface conversion: interface {} is func(main.M), not func(M)	missing=0;wording=0;extra=0;class=-
testdir:reflectmethod4.go	interpreted	gosource: dependency mutation of interpreter-owned references is unsupported for reflect.ValueOf	missing=0;wording=0;extra=0;class=-
testdir:reflectmethod5.go	interpreted	gosource: dependency mutation of interpreter-owned references is unsupported for reflect.ValueOf	missing=0;wording=0;extra=0;class=-
testdir:reflectmethod6.go	interpreted	gosource: dependency mutation of interpreter-owned references is unsupported for reflect.ValueOf	missing=0;wording=0;extra=0;class=-
testdir:reflectmethod7.go	interpreted	gosource: invalid native slice writeback: gosource: native callback field belongs to another dependency session	missing=0;wording=0;extra=0;class=-
testdir:stack.go	interpreted	command exceeded time limit	missing=0;wording=0;extra=0;class=-
testdir:stackobj.go	interpreted	stackobj.go:45:28: gosource: original callback signature requires value-semantics parameters and supported results	missing=0;wording=0;extra=0;class=-
testdir:stackobj3.go	interpreted	stackobj3.go:65:28: gosource: original callback signature requires value-semantics parameters and supported results	missing=0;wording=0;extra=0;class=-
testdir:tinyfin.go	interpreted	tinyfin.go:28:27: gosource: original callback signature requires value-semantics parameters and supported results	missing=0;wording=0;extra=0;class=-
testdir:typeparam/chans.go	interpreted	typeparam/chans.go:190:26: gosource: original callback signature requires value-semantics parameters and supported results	missing=0;wording=0;extra=0;class=-
testdir:typeparam/chansimp.go	interpreted	test/typeparam/chansimp.dir/a.go:183:26: gosource: original callback signature requires value-semantics parameters and supported results	missing=0;wording=0;extra=0;class=-
testdir:typeparam/equal.go	interpreted	panic: assertion failed	missing=0;wording=0;extra=0;class=-
testdir:typeparam/issue46591.go	interpreted	panic: 1	missing=0;wording=0;extra=0;class=-
testdir:typeparam/issue49547.go	interpreted	output should be empty when (optional) expected-output file typeparam/issue49547.out is not present. Instead saw	missing=0;wording=0;extra=0;class=-
testdir:typeparam/issue54302.go	interpreted	panic: FAIL	missing=0;wording=0;extra=0;class=-
testdir:typeparam/list2.go	interpreted	panic: elt[0](0x3adcb179b230).Prev() = 0x3adcb179b3e0, want 0x0	missing=0;wording=0;extra=0;class=-
testdir:typeparam/listimp2.go	interpreted	panic: elt[0](0x2312132a9170).Prev() = 0x2312132a98f0, want 0x0	missing=0;wording=0;extra=0;class=-
testdir:typeparam/mdempsky/15.go	interpreted	unregistered bridge type "*interface"	missing=0;wording=0;extra=0;class=-
testdir:typeparam/nested.go	interpreted	unregistered bridge type "T[int]"	missing=0;wording=0;extra=0;class=-
testdir:uintptrescapes.go	interpreted	command exceeded time limit	missing=0;wording=0;extra=0;class=-
testdir:uintptrescapes3.go	interpreted	uintptrescapes3.go:51:29: gosource: original callback signature requires value-semantics parameters and supported results	missing=0;wording=0;extra=0;class=-
